country,year,indicator,value
TD,1996,gdp,1607345355.78298
TD,1995,gdp,1445919894.57661
TD,1994,gdp,1179837963.22213
TD,1993,gdp,1463251163.9188
TD,1992,gdp,1881847669.69794
TD,1991,gdp,1877137981.75712
TD,1990,gdp,1738605557.76313
TD,1989,gdp,1433686312.02914
TD,1988,gdp,1482597297.98821
TD,1987,gdp,1163426852.20442
TD,1986,gdp,1067828245.86207
TD,1985,gdp,1033069709.3319
TD,1984,gdp,919103734.876996
TD,1983,gdp,832415806.010064
TD,1982,gdp,834369859.663018
TD,1981,gdp,876937558.273757
TD,1980,gdp,1033002403.85304
TD,1979,gdp,1004316496.35051
TD,1978,gdp,1113920123.76723
TD,1977,gdp,935360464.701341
TD,1976,gdp,866044962.016274
TD,1975,gdp,864602104.679653
TD,1974,gdp,652532795.084805
TD,1973,gdp,647199482.982537
TD,1972,gdp,585427546.798272
TD,1971,gdp,501866730.148987
TD,1970,gdp,469266736.650677
TD,1969,gdp,471635621.561599
TD,1968,gdp,453980096.208711
TD,1967,gdp,449826322.613453
TD,1966,gdp,432794921.680489
TD,1965,gdp,416926303.316872
TD,1964,gdp,392247517.728482
TD,1963,gdp,371767002.194886
TD,1962,gdp,357635713.41932
TD,1961,gdp,333975336.110722
TD,1960,gdp,313582728.147574
TD,2024,population,20299123.0
TD,2023,population,19319064.0
TD,2022,population,18455316.0
TD,2021,population,17828273.0
TD,2020,population,17224679.0
TD,2019,population,16685223.0
TD,2018,population,16156531.0
TD,2017,population,15622759.0
TD,2016,population,15114655.0
TD,2015,population,14647621.0
TD,2014,population,14188678.0
TD,2013,population,13691079.0
TD,2012,population,13210998.0
TD,2011,population,12754997.0
TD,2010,population,12312575.0
TD,2009,population,11893754.0
TD,2008,population,11476296.0
TD,2007,population,11081660.0
TD,2006,population,10706424.0
TD,2005,population,10328092.0
TD,2004,population,9920036.0
TD,2003,population,9487833.0
TD,2002,population,9116192.0
TD,2001,population,8804124.0
TD,2000,population,8512093.0
TD,1999,population,8222705.0
TD,1998,population,7938840.0
TD,1997,population,7670366.0
TD,1996,population,7410108.0
TD,1995,population,7089064.0
TD,1994,population,6783450.0
TD,1993,population,6629146.0
TD,1992,population,6474656.0
TD,1991,population,6205676.0
TD,1990,population,5982833.0
TD,1989,population,5819586.0
TD,1988,population,5625602.0
TD,1987,population,5438309.0
TD,1986,population,5251069.0
TD,1985,population,5096269.0
TD,1984,population,5045145.0
TD,1983,population,4979130.0
TD,1982,population,4738483.0
TD,1981,population,4520959.0
TD,1980,population,4515453.0
TD,1979,population,4505384.0
TD,1978,population,4411366.0
TD,1977,population,4331667.0
TD,1976,population,4251297.0
TD,1975,population,4167234.0
TD,1974,population,4078356.0
TD,1973,population,3985909.0
TD,1972,population,3893252.0
TD,1971,population,3807316.0
TD,1970,population,3727828.0
TD,1969,population,3651113.0
TD,1968,population,3578231.0
TD,1967,population,3508512.0
TD,1966,population,3440903.0
TD,1965,population,3374220.0
TD,1964,population,3307479.0
TD,1963,population,3240905.0
TD,1962,population,3175598.0
TD,1961,population,3111947.0
TD,1960,population,3049838.0
CF,2024,gdp,2751494281.06887
CF,2023,gdp,2555492085.94725
CF,2022,gdp,2382618615.01694
CF,2021,gdp,2516498412.46384
CF,2020,gdp,2326720900.38047
CF,2019,gdp,2221301351.43918
CF,2018,gdp,2220979146.11241
CF,2017,gdp,2072349972.6818
CF,2016,gdp,1825018144.65595
CF,2015,gdp,1695825714.19282
CF,2014,gdp,1894813389.40325
CF,2013,gdp,1691544110.18543
CF,2012,gdp,2510126512.22831
CF,2011,gdp,2437982705.12093
CF,2010,gdp,2142591540.40068
CF,2009,gdp,2067381665.25454
CF,2008,gdp,1993407888.49838
CF,2007,gdp,1699811294.94935
CF,2006,gdp,1461859762.33459
CF,2005,gdp,1337894378.73743
CF,2004,gdp,1272360517.32373
CF,2003,gdp,1142315522.53864
CF,2002,gdp,996068144.884889
CF,2001,gdp,932648604.751954
CF,2000,gdp,916777282.691659
CF,1999,gdp,999477510.686632
CF,1998,gdp,967338389.650578
CF,1997,gdp,937741513.015352
CF,1996,gdp,1007791127.09913
CF,1995,gdp,1115389673.69197
CF,1994,gdp,851174356.781737
CF,1993,gdp,1278781261.55928
CF,1992,gdp,1411917553.12436
CF,1991,gdp,1377374986.58709
CF,1990,gdp,1440711459.16967
CF,1989,gdp,1233930280.91724
CF,1988,gdp,1264899287.51261
CF,1987,gdp,1200991977.80801
CF,1986,gdp,1122265013.42004
CF,1985,gdp,864849836.286193
CF,1984,gdp,637820670.299604
CF,1983,gdp,658679332.681331
CF,1982,gdp,748312390.756606
CF,1981,gdp,694803622.898966
CF,1980,gdp,797048198.534875
CF,1979,gdp,700764747.756462
CF,1978,gdp,610578631.992983
CF,1977,gdp,507298147.526539
CF,1976,gdp,451152461.31276
CF,1975,gdp,378660016.265936
CF,1974,gdp,281398705.570596
CF,1973,gdp,271183082.043062
CF,1972,gdp,230317883.36443
CF,1971,gdp,201450799.82635
CF,1970,gdp,189106529.207011
CF,1969,gdp,188039210.130379
CF,1968,gdp,191767441.604577
CF,1967,gdp,163820513.562432
CF,1966,gdp,157930018.091087
CF,1965,gdp,150574795.409863
CF,1964,gdp,142025078.735754
CF,1963,gdp,129379123.76305
CF,1962,gdp,124482773.83306
CF,1961,gdp,123134583.463559
CF,1960,gdp,112155598.492157
CF,2024,population,5330690.0
CF,2023,population,5152421.0
CF,2022,population,5098039.0
CF,2021,population,5112100.0
CF,2020,population,5026628.0
CF,2019,population,4944703.0
CF,2018,population,4878657.0
CF,2017,population,4793511.0
CF,2016,population,4713663.0
CF,2015,population,4629320.0
CF,2014,population,4623182.0
CF,2013,population,4642419.0
CF,2012,population,4610848.0
CF,2011,population,4565021.0
CF,2010,population,4492995.0
CF,2009,population,4529047.0
CF,2008,population,4558984.0
CF,2007,population,4462770.0
CF,2006,population,4377579.0
CF,2005,population,4288810.0
CF,2004,population,4192826.0
CF,2003,population,4103086.0
CF,2002,population,4006077.0
CF,2001,population,3919487.0
CF,2000,population,3833416.0
CF,1999,population,3729450.0
CF,1998,population,3628827.0
CF,1997,population,3531700.0
CF,1996,population,3435965.0
CF,1995,population,3348052.0
CF,1994,population,3257954.0
CF,1993,population,3157839.0
CF,1992,population,3058831.0
CF,1991,population,2963191.0
CF,1990,population,2871910.0
CF,1989,population,2783970.0
CF,1988,population,2713965.0
CF,1987,population,2669155.0
CF,1986,population,2634258.0
CF,1985,population,2600932.0
CF,1984,population,2568610.0
CF,1983,population,2537399.0
CF,1982,population,2507375.0
CF,1981,population,2478402.0
CF,1980,population,2450535.0
CF,1979,population,2423794.0
CF,1978,population,2397961.0
CF,1977,population,2372930.0
CF,1976,population,2348566.0
CF,1975,population,2313916.0
CF,1974,population,2269338.0
CF,1973,population,2226008.0
CF,1972,population,2183769.0
CF,1971,population,2141450.0
CF,1970,population,2097505.0
CF,1969,population,2051515.0
CF,1968,population,2005100.0
CF,1967,population,1960444.0
CF,1966,population,1918082.0
CF,1965,population,1877854.0
CF,1964,population,1839583.0
CF,1963,population,1803063.0
CF,1962,population,1768115.0
CF,1961,population,1734580.0
CF,1960,population,1702346.0
GA,2024,gdp,20895684425.6752
GA,2023,gdp,19388372070.9778
GA,2022,gdp,20440655695.1804
GA,2021,gdp,19444935097.2395
GA,2020,gdp,15342236163.9864
GA,2019,gdp,16874405465.391
GA,2018,gdp,16867326401.9626
GA,2017,gdp,14929487485.1623
GA,2016,gdp,14023890265.3665
GA,2015,gdp,14383107762.6952
GA,2014,gdp,18203966895.8433
GA,2013,gdp,17595744798.3398
GA,2012,gdp,17170464016.0593
GA,2011,gdp,18210307743.5816
GA,2010,gdp,14372593020.2885
GA,2009,gdp,12113699068.2517
GA,2008,gdp,15571348344.3379
GA,2007,gdp,12455409587.3371
GA,2006,gdp,10327598306.4575
GA,2005,gdp,9582783990.85345
GA,2004,gdp,7770219008.21293
GA,2003,gdp,6511903365.47554
GA,2002,gdp,5335451099.88223
GA,2001,gdp,5023265413.2623
GA,2000,gdp,5080483628.53013
GA,1999,gdp,4662992036.2073
GA,1998,gdp,4483417309.83011
GA,1997,gdp,5326817114.53586
GA,1996,gdp,5694040002.89863
GA,1995,gdp,4958845648.04778
GA,1994,gdp,4190819344.22255
GA,1993,gdp,4378645081.01769
GA,1992,gdp,5592390827.39854
GA,1991,gdp,5402919784.57004
GA,1990,gdp,5952293764.84777
GA,1989,gdp,4186411463.85975
GA,1988,gdp,3834503376.02992
GA,1987,gdp,3281797043.04996
GA,1986,gdp,3403638189.20049
GA,1985,gdp,3339914757.22872
GA,1984,gdp,3561451560.50783
GA,1983,gdp,3391275731.53751
GA,1982,gdp,3618007841.13503
GA,1981,gdp,3862269120.53497
GA,1980,gdp,4279637942.25144
GA,1979,gdp,3030251120.09759
GA,1978,gdp,2389479271.66616
GA,1977,gdp,2809349069.22118
GA,1976,gdp,3009409974.26856
GA,1975,gdp,2157592940.04234
GA,1974,gdp,1544216001.66059
GA,1973,gdp,722780701.295854
GA,1972,gdp,430508358.514204
GA,1971,gdp,381687072.622379
GA,1970,gdp,323802475.512425
GA,1969,gdp,318124701.478771
GA,1968,gdp,294468564.245272
GA,1967,gdp,271543680.048895
GA,1966,gdp,245849781.273234
GA,1965,gdp,226474285.779063
GA,1964,gdp,215679855.342091
GA,1963,gdp,154480244.055222
GA,1962,gdp,182796536.266025
GA,1961,gdp,167637907.122782
GA,1960,gdp,141468977.799846
GA,2024,population,2538952.0
GA,2023,population,2484789.0
GA,2022,population,2430747.0
GA,2021,population,2376722.0
GA,2020,population,2322539.0
GA,2019,population,2267706.0
GA,2018,population,2212318.0
GA,2017,population,2156900.0
GA,2016,population,2100306.0
GA,2015,population,2040989.0
GA,2014,population,1978399.0
GA,2013,population,1913059.0
GA,2012,population,1846889.0
GA,2011,population,1781985.0
GA,2010,population,1719879.0
GA,2009,population,1661556.0
GA,2008,population,1607175.0
GA,2007,population,1556237.0
GA,2006,population,1508337.0
GA,2005,population,1463495.0
GA,2004,population,1421609.0
GA,2003,population,1382350.0
GA,2002,population,1345135.0
GA,2001,population,1309589.0
GA,2000,population,1275572.0
GA,1999,population,1243016.0
GA,1998,population,1211736.0
GA,1997,population,1181439.0
GA,1996,population,1152015.0
GA,1995,population,1123213.0
GA,1994,population,1094720.0
GA,1993,population,1066405.0
GA,1992,population,1038380.0
GA,1991,population,1010818.0
GA,1990,population,983734.0
GA,1989,population,957138.0
GA,1988,population,931020.0
GA,1987,population,905479.0
GA,1986,population,880705.0
GA,1985,population,856726.0
GA,1984,population,833501.0
GA,1983,population,811005.0
GA,1982,population,789286.0
GA,1981,population,768385.0
GA,1980,population,748389.0
GA,1979,population,729375.0
GA,1978,population,711245.0
GA,1977,population,693984.0
GA,1976,population,677628.0
GA,1975,population,662197.0
GA,1974,population,647691.0
GA,1973,population,633995.0
GA,1972,population,620960.0
GA,1971,population,608348.0
GA,1970,population,595846.0
GA,1969,population,583276.0
GA,1968,population,572257.0
GA,1967,population,563108.0
GA,1966,population,554463.0
GA,1965,population,546308.0
GA,1964,population,538657.0
GA,1963,population,531452.0
GA,1962,population,524649.0
GA,1961,population,518266.0
GA,1960,population,512316.0
GQ,2024,gdp,12765777677.0622
GQ,2023,gdp,12337550583.754
GQ,2022,gdp,13687643435.6249
GQ,2021,gdp,12215878032.7166
GQ,2020,gdp,9893816007.7398
GQ,2019,gdp,11364133549.7478
GQ,2018,gdp,13097012133.6159
GQ,2017,gdp,12200913878.9827
GQ,2016,gdp,11240808847.8878
GQ,2015,gdp,13185496881.0174
GQ,2014,gdp,21765453081.9826
GQ,2013,gdp,21948834283.7856
GQ,2012,gdp,22388344143.9131
GQ,2011,gdp,21357343668.9447
GQ,2010,gdp,16314443436.2903
GQ,2009,gdp,15027795173.2187
GQ,2008,gdp,19749893536.3204
GQ,2007,gdp,13071718758.7373
GQ,2006,gdp,10086528698.8604
GQ,2005,gdp,8217369092.65224
GQ,2004,gdp,4410764338.66733
GQ,2003,gdp,2484745935.09329
GQ,2002,gdp,1806742742.27311
GQ,2001,gdp,1461139022.02954
GQ,2000,gdp,1045998496.43872
GQ,1999,gdp,621117885.668503
GQ,1998,gdp,370687634.425712
GQ,1997,gdp,442337870.69437
GQ,1996,gdp,232463022.802961
GQ,1995,gdp,141853360.867855
GQ,1994,gdp,100807002.540195
GQ,1993,gdp,136047906.245408
GQ,1992,gdp,134707183.84662
GQ,1991,gdp,110906028.536862
GQ,1990,gdp,112119411.489965
GQ,1989,gdp,88265974.861049
GQ,1988,gdp,100534656.881732
GQ,1987,gdp,93345859.52973
GQ,1986,gdp,76407395.8727542
GQ,1985,gdp,62118569.9654481
GQ,1984,gdp,50320914.4065688
GQ,1983,gdp,44442456.94764
GQ,1982,gdp,44294647.733479
GQ,1981,gdp,36731422.8456914
GQ,1980,gdp,50642880.7737503
GQ,1977,gdp,103987520.075827
GQ,1976,gdp,103653049.93797
GQ,1975,gdp,104295643.388437
GQ,1974,gdp,94159862.7073691
GQ,1973,gdp,81203226.9138345
GQ,1972,gdp,65429198.238708
GQ,1971,gdp,64946954.756798
GQ,1970,gdp,66331428.5714286
GQ,1969,gdp,67225714.2857143
GQ,1968,gdp,67514285.7142857
GQ,1967,gdp,72317446.9327193
GQ,1966,gdp,69110000.0
GQ,1965,gdp,64748333.3333333
GQ,1964,gdp,51915000.0
GQ,1963,gdp,44266666.6666667
GQ,1962,gdp,37253333.3333333
GQ,2024,population,1892516.0
GQ,2023,population,1847549.0
GQ,2022,population,1803545.0
GQ,2021,population,1758786.0
GQ,2020,population,1716468.0
GQ,2019,population,1670177.0
GQ,2018,population,1616422.0
GQ,2017,population,1562396.0
GQ,2016,population,1508186.0
GQ,2015,population,1453923.0
GQ,2014,population,1399828.0
GQ,2013,population,1346218.0
GQ,2012,population,1293483.0
GQ,2011,population,1241835.0
GQ,2010,population,1189085.0
GQ,2009,population,1135673.0
GQ,2008,population,1084530.0
GQ,2007,population,1036044.0
GQ,2006,population,990343.0
GQ,2005,population,947367.0
GQ,2004,population,899917.0
GQ,2003,population,847862.0
GQ,2002,population,797957.0
GQ,2001,population,749836.0
GQ,2000,population,703279.0
GQ,1999,population,667214.0
GQ,1998,population,641474.0
GQ,1997,population,616893.0
GQ,1996,population,593492.0
GQ,1995,population,571264.0
GQ,1994,population,550138.0
GQ,1993,population,530023.0
GQ,1992,population,510770.0
GQ,1991,population,492217.0
GQ,1990,population,474274.0
GQ,1989,population,456808.0
GQ,1988,population,439651.0
GQ,1987,population,422522.0
GQ,1986,population,404728.0
GQ,1985,population,385547.0
GQ,1984,population,364899.0
GQ,1983,population,343421.0
GQ,1982,population,322216.0
GQ,1981,population,303252.0
GQ,1980,population,288644.0
GQ,1979,population,279846.0
GQ,1978,population,276531.0
GQ,1977,population,276779.0
GQ,1976,population,281031.0
GQ,1975,population,287901.0
GQ,1974,population,294953.0
GQ,1973,population,302281.0
GQ,1972,population,309468.0
GQ,1971,population,315940.0
GQ,1970,population,320803.0
GQ,1969,population,322517.0
GQ,1968,population,318849.0
GQ,1967,population,311805.0
GQ,1966,population,304859.0
GQ,1965,population,298238.0
GQ,1964,population,291942.0
GQ,1963,population,285965.0
GQ,1962,population,280286.0
GQ,1961,population,274896.0
GQ,1960,population,269807.0
CG,2024,gdp,15719986076.6464
CG,2023,gdp,15321055822.5167
CG,2022,gdp,15817030154.6941
CG,2021,gdp,14825690210.9157
CG,2020,gdp,11468687464.0046
CG,2019,gdp,13976637779.9763
CG,2018,gdp,14773900288.5135
CG,2017,gdp,11834473039.3645
CG,2016,gdp,10931328150.8478
CG,2015,gdp,12434793867.3568
CG,2014,gdp,17919321078.0284
CG,2013,gdp,17958720699.0868
CG,2012,gdp,17692911296.3044
CG,2011,gdp,15655383576.6515
CG,2010,gdp,13148396211.5955
CG,2009,gdp,9723299915.25312
CG,2008,gdp,11649857673.4436
CG,2007,gdp,8782703436.70188
CG,2006,gdp,8072305029.06514
CG,2005,gdp,6650001680.48544
CG,2004,gdp,4656974940.12721
CG,2003,gdp,3503723087.74483
CG,2002,gdp,3034250923.97726
CG,2001,gdp,2796704604.03812
CG,2000,gdp,3227927697.57921
CG,1999,gdp,2354772960.28296
CG,1998,gdp,1949481379.21951
CG,1997,gdp,2322719102.6909
CG,1996,gdp,2540697539.05773
CG,1995,gdp,2116003867.75536
CG,1994,gdp,1769365437.78801
CG,1993,gdp,2684323623.14372
CG,1992,gdp,2933222703.0334
CG,1991,gdp,2724853505.80336
CG,1990,gdp,2798746050.11354
CG,1989,gdp,2389593025.60339
CG,1988,gdp,2212536311.99319
CG,1987,gdp,2297753652.34929
CG,1986,gdp,1849268212.30284
CG,1985,gdp,2160872540.03175
CG,1984,gdp,2193581365.34299
CG,1983,gdp,2097274289.75066
CG,1982,gdp,2160640564.56041
CG,1981,gdp,1993512322.62391
CG,1980,gdp,1705796852.89473
CG,1979,gdp,1198749667.42923
CG,1978,gdp,878771772.202149
CG,1977,gdp,765224029.286556
CG,1976,gdp,754549601.391492
CG,1975,gdp,767102680.239967
CG,1974,gdp,585364634.473977
CG,1973,gdp,541973362.610423
CG,1972,gdp,410669263.651798
CG,1971,gdp,322128018.955444
CG,1970,gdp,274960699.885255
CG,1969,gdp,265040036.417215
CG,1968,gdp,251247457.765525
CG,1967,gdp,237397428.13501
CG,1966,gdp,220613581.972601
CG,1965,gdp,198318064.028924
CG,1964,gdp,185693724.905233
CG,1963,gdp,172233430.657858
CG,1962,gdp,166521239.650243
CG,1961,gdp,151675738.926342
CG,1960,gdp,131731862.783017
CG,2024,population,6332961.0
CG,2023,population,6182885.0
CG,2022,population,6035104.0
CG,2021,population,5892183.0
CG,2020,population,5752791.0
CG,2019,population,5616661.0
CG,2018,population,5483118.0
CG,2017,population,5351011.0
CG,2016,population,5222536.0
CG,2015,population,5097581.0
CG,2014,population,4975880.0
CG,2013,population,4857099.0
CG,2012,population,4740450.0
CG,2011,population,4609724.0
CG,2010,population,4462290.0
CG,2009,population,4281219.0
CG,2008,population,4113517.0
CG,2007,population,3980430.0
CG,2006,population,3837409.0
CG,2005,population,3696393.0
CG,2004,population,3565554.0
CG,2003,population,3445753.0
CG,2002,population,3350771.0
CG,2001,population,3272537.0
CG,2000,population,3151345.0
CG,1999,population,3032874.0
CG,1998,population,2952061.0
CG,1997,population,2887862.0
CG,1996,population,2826785.0
CG,1995,population,2749461.0
CG,1994,population,2673144.0
CG,1993,population,2595124.0
CG,1992,population,2519465.0
CG,1991,population,2449229.0
CG,1990,population,2380560.0
CG,1989,population,2313558.0
CG,1988,population,2247653.0
CG,1987,population,2183473.0
CG,1986,population,2120602.0
CG,1985,population,2059311.0
CG,1984,population,1999528.0
CG,1983,population,1950321.0
CG,1982,population,1910430.0
CG,1981,population,1869759.0
CG,1980,population,1828985.0
CG,1979,population,1788524.0
CG,1978,population,1748089.0
CG,1977,population,1707568.0
CG,1976,population,1667225.0
CG,1975,population,1627032.0
CG,1974,population,1582301.0
CG,1973,population,1533680.0
CG,1972,population,1486468.0
CG,1971,population,1441039.0
CG,1970,population,1397638.0
CG,1969,population,1356182.0
CG,1968,population,1316519.0
CG,1967,population,1278691.0
CG,1966,population,1242534.0
CG,1965,population,1207880.0
CG,1964,population,1174816.0
CG,1963,population,1143263.0
CG,1962,population,1113175.0
CG,1961,population,1084389.0
CG,1960,population,1056732.0
CD,2024,gdp,70962185790.7094
CD,2023,gdp,69843655425.2929
CD,2022,gdp,70422346142.2023
CD,2021,gdp,59067289573.5102
CD,2020,gdp,46691989748.9186
CD,2019,gdp,46845900350.0332
CD,2018,gdp,46659954092.4862
CD,2017,gdp,37537521565.5308
CD,2016,gdp,38600224214.4728
CD,2015,gdp,40179574490.3032
CD,2014,gdp,38352980552.8665
CD,2013,gdp,34891189160.3002
CD,2012,gdp,30029369928.7318
CD,2011,gdp,26392379641.765
CD,2010,gdp,24161641931.0331
CD,2009,gdp,18607259480.5447
CD,2008,gdp,22723488723.3641
CD,2007,gdp,18374807772.5429
CD,2006,gdp,15484044534.5783
CD,2005,gdp,12609728573.1032
CD,2004,gdp,10297483481.223
CD,2003,gdp,8937567059.87754
CD,2002,gdp,8728038525.14034
CD,2001,gdp,7438189100.33333
CD,2000,gdp,19088046305.7971
CD,1999,gdp,4711259427.27273
CD,1998,gdp,6217805820.77104
CD,1997,gdp,6090838693.27145
CD,1996,gdp,5771456952.1908
CD,1995,gdp,5643439376.10491
CD,1994,gdp,5820382248.28202
CD,1993,gdp,10706259936.7425
CD,1992,gdp,8227343907.26679
CD,1991,gdp,9625436872.51075
CD,1990,gdp,9349764580.41173
CD,1989,gdp,9021862775.18112
CD,1988,gdp,8861299976.74158
CD,1987,gdp,7661625472.57705
CD,1986,gdp,8095367168.21769
CD,1985,gdp,7195042616.0071
CD,1984,gdp,7857729193.20343
CD,1983,gdp,11006712650.4481
CD,1982,gdp,13651667371.1676
CD,1981,gdp,12537821038.2202
CD,1980,gdp,14394927494.8647
CD,1979,gdp,15068422236.3663
CD,1978,gdp,15372608002.3923
CD,1977,gdp,12344424763.5727
CD,1976,gdp,9648583224.99212
CD,1975,gdp,10237343173.6527
CD,1974,gdp,9596960179.64072
CD,1973,gdp,7870239461.07784
CD,1972,gdp,6173712814.37126
CD,1971,gdp,5594770359.28144
CD,1970,gdp,4877684910.17964
CD,1969,gdp,5032434970.05988
CD,1968,gdp,3909780538.92216
CD,1967,gdp,3384063371.75792
CD,1966,gdp,4532660181.81818
CD,1965,gdp,4043901818.18182
CD,1964,gdp,2881545272.72727
CD,1963,gdp,6213185742.57426
CD,1962,gdp,3779841428.57143
CD,1961,gdp,3086746857.14286
CD,1960,gdp,3359404117.64706
CD,2024,population,109276265.0
CD,2023,population,105789731.0
CD,2022,population,102396968.0
CD,2021,population,99148932.0
CD,2020,population,95989998.0
CD,2019,population,92947442.0
CD,2018,population,90047644.0
CD,2017,population,87083398.0
CD,2016,population,83956415.0
CD,2015,population,81035531.0
CD,2014,population,78403242.0
CD,2013,population,75789395.0
CD,2012,population,73254618.0
CD,2011,population,70849311.0
CD,2010,population,68563038.0
CD,2009,population,66412044.0
CD,2008,population,64390664.0
CD,2007,population,62477752.0
CD,2006,population,60615908.0
CD,2005,population,58775724.0
CD,2004,population,56997741.0
CD,2003,population,55343867.0
CD,2002,population,53750524.0
CD,2001,population,52132646.0
CD,2000,population,50507442.0
CD,1999,population,48912971.0
CD,1998,population,47297600.0
CD,1997,population,46029902.0
CD,1996,population,45296124.0
CD,1995,population,44433704.0
CD,1994,population,42626876.0
CD,1993,population,40656336.0
CD,1992,population,39228910.0
CD,1991,population,37925817.0
CD,1990,population,36684063.0
CD,1989,population,35486866.0
CD,1988,population,34382752.0
CD,1987,population,33298904.0
CD,1986,population,32265196.0
CD,1985,population,31264816.0
CD,1984,population,30245081.0
CD,1983,population,29250963.0
CD,1982,population,28338190.0
CD,1981,population,27500515.0
CD,1980,population,26711099.0
CD,1979,population,25886782.0
CD,1978,population,24992689.0
CD,1977,population,24229061.0
CD,1976,population,23624031.0
CD,1975,population,23021101.0
CD,1974,population,22418878.0
CD,1973,population,21827665.0
CD,1972,population,21251160.0
CD,1971,population,20695569.0
CD,1970,population,20137436.0
CD,1969,population,19570445.0
CD,1968,population,19012189.0
CD,1967,population,18462782.0
CD,1966,population,17931929.0
CD,1965,population,17427802.0
CD,1964,population,16955327.0
CD,1963,population,16507599.0
CD,1962,population,16075724.0
CD,1961,population,15662374.0
CD,1960,population,15264846.0
AO,2024,gdp,100998916781.079
AO,2023,gdp,107167747140.127
AO,2022,gdp,131212208930.344
AO,2021,gdp,79559543805.2963
AO,2020,gdp,58852456453.8769
AO,2019,gdp,80734428592.5368
AO,2018,gdp,89512794227.495
AO,2017,gdp,84376935689.3366
AO,2016,gdp,59878249719.3279
AO,2015,gdp,102543067840.732
AO,2014,gdp,153449860496.402
AO,2013,gdp,148845200696.792
AO,2012,gdp,143572907527.976
AO,2011,gdp,125551634704.473
AO,2010,gdp,95546919754.7633
AO,2009,gdp,81705175408.3893
AO,2008,gdp,98790432989.4067
AO,2007,gdp,73037821926.6813
AO,2006,gdp,58653659979.711
AO,2005,gdp,41396636383.3725
AO,2004,gdp,26997977896.5924
AO,2003,gdp,20342128111.9753
AO,2002,gdp,17311512432.451
AO,2001,gdp,8936079117.73136
AO,2000,gdp,9129594970.15301
AO,1999,gdp,6152923310.44546
AO,1998,gdp,6506221615.78722
AO,1997,gdp,7648380195.59902
AO,1996,gdp,7526421519.16979
AO,1995,gdp,5538749259.94714
AO,1994,gdp,4438321017.39068
AO,1993,gdp,5768720421.61367
AO,1992,gdp,8307810973.58848
AO,1991,gdp,10603784541.197
AO,1990,gdp,11229515599.3048
AO,1989,gdp,10201780976.6696
AO,1988,gdp,8769836768.83482
AO,1987,gdp,8084412414.26566
AO,1986,gdp,7072536108.69711
AO,1985,gdp,7554065410.121
AO,1984,gdp,6131475065.17815
AO,1983,gdp,5784341596.36339
AO,1982,gdp,5550483035.96497
AO,1981,gdp,5550483035.96497
AO,1980,gdp,5930503400.96263
AO,2024,population,37885849.0
AO,2023,population,36749906.0
AO,2022,population,35635029.0
AO,2021,population,34532429.0
AO,2020,population,33451132.0
AO,2019,population,32375632.0
AO,2018,population,31297155.0
AO,2017,population,30234839.0
AO,2016,population,29183070.0
AO,2015,population,28157798.0
AO,2014,population,27160769.0
AO,2013,population,26165620.0
AO,2012,population,25177394.0
AO,2011,population,24218352.0
AO,2010,population,23294825.0
AO,2009,population,22414773.0
AO,2008,population,21578655.0
AO,2007,population,20778561.0
AO,2006,population,20015279.0
AO,2005,population,19291161.0
AO,2004,population,18600423.0
AO,2003,population,17943712.0
AO,2002,population,17327699.0
AO,2001,population,16747208.0
AO,2000,population,16194869.0
AO,1999,population,15667235.0
AO,1998,population,15159370.0
AO,1997,population,14660413.0
AO,1996,population,14170973.0
AO,1995,population,13699778.0
AO,1994,population,13249764.0
AO,1993,population,12827135.0
AO,1992,population,12423712.0
AO,1991,population,12023529.0
AO,1990,population,11626360.0
AO,1989,population,11238562.0
AO,1988,population,10861291.0
AO,1987,population,10497858.0
AO,1986,population,10139450.0
AO,1985,population,9779120.0
AO,1984,population,9425917.0
AO,1983,population,9082983.0
AO,1982,population,8751648.0
AO,1981,population,8435607.0
AO,1980,population,8133872.0
AO,1979,population,7847207.0
AO,1978,population,7576734.0
AO,1977,population,7317829.0
AO,1976,population,7074664.0
AO,1975,population,6842947.0
AO,1974,population,6613367.0
AO,1973,population,6388528.0
AO,1972,population,6174262.0
AO,1971,population,5991102.0
AO,1970,population,5852788.0
AO,1969,population,5763685.0
AO,1968,population,5702699.0
AO,1967,population,5641807.0
AO,1966,population,5581386.0
AO,1965,population,5521981.0
AO,1964,population,5464187.0
AO,1963,population,5408320.0
AO,1962,population,5354310.0
AO,1961,population,5301583.0
AO,1960,population,5231654.0
ZM,2024,gdp,25303185342.2511
ZM,2023,gdp,27577956471.244
ZM,2022,gdp,29163782140.4858
ZM,2021,gdp,22096416932.0089
ZM,2020,gdp,18137764930.651
ZM,2019,gdp,23308667781.2258
ZM,2018,gdp,26311507273.6735
ZM,2017,gdp,25873601260.8353
ZM,2016,gdp,20958412538.3093
ZM,2015,gdp,21251216798.7762
ZM,2014,gdp,27141023558.0829
ZM,2013,gdp,28037239462.7142
ZM,2012,gdp,25503060420.026
ZM,2011,gdp,23459515275.5776
ZM,2010,gdp,20265559483.8548
ZM,2009,gdp,15328342303.9575
ZM,2008,gdp,17910858637.9048
ZM,2007,gdp,14056957976.2648
ZM,2006,gdp,12756858899.2812
ZM,2005,gdp,8331870169.14977
ZM,2004,gdp,6221110219.45542
ZM,2003,gdp,4901869764.05957
ZM,2002,gdp,4193850445.42632
